3713, fdcbc3
761, fcaac0
760, fa7674
3712, e6486c
3328, d23460
347, d51f36
353, f1c6b5
352, f87264
351, f43d33
350, e91735
349, c7080d
817, b7060e
304, b8070d
3833, e6486c
3832, e62c5e
3831, b91a15
777, 82050d
3801, e20709
666, ec0506
321, c7080d
498, 97030f
816, 97030f
815, 5a070c
814, 45090a
894, fc768c
893, e62c5f
892, fa245d
891, f11d48
818, f6d9ea
957, fd889f
956, f0285e
3708, fd7f93
3706, fa5d79
3705, f0285e
963, fdcbc3
3716, fd8fab
962, fa5d79
961, dc305f
309, b8070d
819, fefbe4
3326, fd90ab
899, fa5d79
335, dc305f
326, a8050e
151, fcb3bd
3354, f18089
3733, fa5d79
3731, d23460
3350, 991616
150, 980d13
23, fdeae0
3689, fcb3bd
3688, d15c79
3687, c4314f
3803, 991616
3685, 6e060d
605, fda0c3
604, fd889f
603, fa5d79
602, fa245d
601, e91735
600, c7080d
3806, fc6e86
3805, e62c5e
3804, e62c5e
3609, fda0c3
3608, fc768c
3607, d23460
718, 980d13
917, 991716
915, 6e060c
33, 793650
34, 980d13
35, 45090a
778, da9bbe
3727, c18c93
316, b26576
3726, 953a14
315, 6c2c11
3802, 511b0b
902, 45090a
3836, a16371
3835, 6a5073
3834, 501b0b
154, 330607
24, f6d9ea
25, e8d7f1
26, d8ced4
211, d8ced4
210, a897be
209, 925c6f
208, 584182
3837, 3f3c74
327, 403239
153, d99abd
554, bc90a5
553, 61497a
552, 584182
550, 45090a
3743, b9bdcf
3042, a69693
3041, 6a5073
3740, 5a3747
27, efd8ed
28, 756765
29, 413239
3747, d8ced4
341, 89a3d6
156, 6b88be
340, 6381b8
155, 6978a3
3746, 584182
333, 323a6d
30, 6f6f8e
31, 5a4970
32, 323a6d
157, 98bae8
794, 718ec3
793, 6480a4
3807, 3e3c74
792, 323a6d
158, 253766
791, 1c3964
3840, 98bae8
3839, 6381b8
3838, 5e619d
800, 98bae8
809, 809ccf
799, 6381b8
798, 3f3c74
797, 253766
796, 1c3964
820, 040d03
162, b6e3f4
827, 98bae8
813, 718ec3
826, 6480a4
825, 1c3964
824, 133b63
996, 68a5a9
3843, 0e88d3
995, 0c84b7
3846, 71c2ca
3845, 309bab
3844, 0c84b7
159, aca5d1
160, 6480a4
161, 5a4970
3756, fefbe4
775, c1ecf2
3841, b0def5
3325, 8fbfe6
3755, 89a3d6
334, 6381b8
322, 6480a4
312, 1c3964
803, 1c3964
336, 193437
823, 040d03
939, 120303
3753, c8daf5
3752, a4b8d4
932, 7895c9
931, 65807c
930, 253766
3750, 193437
828, b6e3f4
3761, b0def5
519, 7eb3d9
518, 6480a4
3760, 6480a4
517, 1c3964
3842, 133b63
311, 1c3964
747, c7f1f1
3766, 86c4e5
807, 5e8caa
3765, 1c3964
3811, b0def5
598, 86c4e5
597, 5a979d
3810, 658090
3809, 165864
3808, 133a63
928, d4cac3
927, 8b999f
926, 65807c
3768, 5b505e
924, 193437
3849, 5a979e
3848, 377c66
3847, 0a3c62
964, a3d8f0
959, 66bbb2
958, 51ad83
3812, 2d9373
3851, 51ad83
943, 2c9273
3850, 087863
993, 69a4a9
992, 5c9675
3814, 377c66
991, 0f7039
966, 9dc2a6
564, a9bf91
563, 92c4ba
562, 677e54
505, 3a6325
3817, a7bca8
3816, 5b9676
163, 606747
3815, 606747
561, 1e4f3a
3813, a7bca8
503, 8b999e
502, 63775c
501, 414b50
500, 071804
955, bbe7f3
13, b6e3f4
954, 92c4ba
913, 67b287
912, 57a17c
911, 5c9675
910, 0f7039
909, 17670f
3818, 0a351f
369, c6c4a9
368, 8a906c
320, 677e54
367, 4b6130
319, 143321
890, 0a2406
164, a9bf91
989, 717e65
988, 677e41
987, 5e5a30
986, 143321
772, fdf4b1
3348, c1b987
3347, 626e2a
3346, 5e5a30
3345, 143321
895, 143321
14, fdf2a3
15, fbeb7f
16, d0d176
704, 8da12e
703, 6da94e
702, 667e41
701, 3f7214
700, 136c24
699, 14590d
907, 8da12e
906, 677d1a
905, 3a6325
904, 134c0c
472, c0b987
471, 7b7c3b
470, 647523
469, 5f501c
937, 5f501c
936, 352f0a
935, 143321
934, 2a1d0a
3364, 7b7d62
3363, 5d5f3b
3362, 5f5526
10, fdf6bf
11, fbeb7f
12, f8e45b
165, e4d587
3819, e8cb6c
166, aaa11a
581, 647523
580, 5f5526
523, 96966e
3053, 96966e
3052, 7b7d62
3051, 5e3c0e
524, adb49b
522, 948f69
520, 43413b
734, cd8f45
733, 917033
732, 5f501c
730, 5e3c0f
3013, 9e9581
3012, 6c5e50
3011, 5f501c
372, 96966e
371, 907547
370, 8a735e
17, e8cb6c
18, eaac6e
834, cd8f45
833, 917033
832, 925e0c
831, 784a0f
830, 5e3c0f
829, 5d350e
746, fdf9da
677, f1c6b5
422, bf876e
3828, 917033
420, 844a0e
869, 5d350e
613, dbc6b4
612, 928865
611, 5f501c
610, 604b11
3047, e6c6b4
3046, d8b37d
3045, 917033
167, 855438
676, eaac6e
729, bd8068
680, 925e0c
3829, 91500b
3822, eabd9a
3821, e4a13d
3820, cd8f45
3852, c05e0b
728, e4a13d
783, f05c1d
782, 91500b
780, 983218
3823, fdf7cc
3855, eabd9a
19, eaac6e
3854, fd9279
3853, f05c1d
3827, e49366
977, e17861
976, e04535
3826, 983218
975, 56240b
445, fdf2a3
307, fcf22d
973, fbd434
444, fccc21
3078, fdf2a3
727, faeb7f
726, fadc47
725, f0a34e
972, fc7c1d
745, fdf2a3
744, fad589
743, f3a967
742, fc7c1d
741, f2612f
740, f43d34
970, e74d20
947, e91734
946, e91735
900, c7080d
967, fcc6b7
3824, fca391
3341, fa7674
3340, f45941
608, f50303
606, f50303
951, fdcbc3
3856, eaac6e
722, f66d54
721, e04535
720, d51f36
3825, fd9279
922, f05c1d
921, c4314f
920, 9a2019
919, 991716
918, 991616
3770, fef1dd
945, f1c6b5
402, fa7674
3776, e04535
301, 983218
400, 501b0b
300, 4b120b
225, fdd0cf
224, eaaaa0
152, cd826d
223, a1424b
3722, 9b2a1d
3721, 9a2019
221, 79180d
948, fdd0ce
754, eaac6e
3771, fd9279
758, e58080
3778, bd476c
356, 953a14
3830, 9b2a1d
355, 991716
3777, 82050d
3779, eaaaa0
3859, a85b79
3858, 7c2b15
3857, 511b0b
20, fcb3bd
21, e6486c
22, 9a2019
3774, f1c6b5
950, e6c6b4
3064, b26576
407, a16371
3772, 934111
632, 6c2c11
453, d2c1a4
452, a69593
451, 7b5e64
3861, 925c6f
3860, 5e3c0e
779, 5c2d0c
09, 501b0b
712, fdf7cc
739, fddcad
738, e1af75
437, e59466
436, bb6f73
435, 91500b
434, 7c2b15
433, 56240b
801, 501b0b
898, 4b120b
938, 330607
3371, 230505
543, e6c6b5
3864, c18c93
3863, 876237
3862, 784a0f
3031, 4b120b
3865, fefdf5
ECRU, fee9e0
822, efd8ed
644, d2c1a4
642, 8f7b5c
640, 6c5f4f
3787, 5f430f
3021, 2a1d0a
844, 403239
3033, dbc6b4
3782, a69593
3032, 8a735e
3790, 6c5f4f
3781, 56240b
05, d2c1a4
06, d4bd98
07, 8a735e
08, 5e3c0e
3866, efd8ee
842, c7a49a
841, 967364
840, 735f59
839, 56240b
838, 4b120b
3072, d8ced3
647, 96966e
3023, 96966e
3022, 7a7d62
3024, d4cac3
648, afaaa4
646, 706f66
645, 5f5526
B5200, fefdf5
BLANC, fefdf5
762, efd8ed
415, a5babe
318, 8b999f
414, 735f59
01, dcd2e4
02, c6c4a9
03, 909887
04, 735f59
535, 43413b
168, bcc2a1
169, 717e65
317, 5b505e
413, 1f354e
3799, 143321
310, 000000
